id,suhu,kelembapan,gas,waktu
1318,25.4,63,180,2025-07-02 18:39:01.734638+00
1319,25.4,63,180,2025-07-02 18:39:17.158141+00
1320,25.4,63,180,2025-07-02 18:39:32.354353+00
1321,25.4,63,180,2025-07-02 18:39:47.47591+00
1322,25.3,62,180,2025-07-02 18:40:02.651263+00
1323,25.3,62,180,2025-07-02 18:40:17.968858+00
1324,25.3,62,180,2025-07-02 18:40:33.161278+00
1325,25.3,63,181,2025-07-02 18:40:48.277501+00
1326,25.3,63,180,2025-07-02 18:41:03.387807+00
1327,25.3,63,181,2025-07-02 18:41:18.518261+00
1328,25.3,63,180,2025-07-02 18:41:33.633904+00
1329,25.3,63,180,2025-07-02 18:41:48.803031+00
1330,25.3,63,180,2025-07-02 18:42:03.98749+00
1331,25.3,63,180,2025-07-02 18:42:19.534469+00
1332,25.3,63,163,2025-07-02 18:42:34.160294+00
1333,25.3,63,161,2025-07-02 18:42:49.317925+00
1334,25.3,63,152,2025-07-02 18:43:04.459684+00
1335,25.4,63,151,2025-07-02 18:43:19.615736+00
1336,25.6,63,151,2025-07-02 18:43:34.747723+00
1337,25.8,63,153,2025-07-02 18:43:49.926587+00
1338,25.9,63,153,2025-07-02 18:44:05.112154+00
1339,26,62,154,2025-07-02 18:44:20.230215+00
1340,26,62,152,2025-07-02 18:44:35.441662+00
1341,25.9,61,152,2025-07-02 18:44:50.640264+00
1342,25.8,61,153,2025-07-02 18:45:05.855105+00
1343,25.8,61,154,2025-07-02 18:45:20.983445+00
1344,25.7,61,154,2025-07-02 18:45:36.101007+00
1345,25.7,61,156,2025-07-02 18:45:51.227886+00
1346,25.6,61,157,2025-07-02 18:46:06.355224+00
1347,25.6,61,157,2025-07-02 18:46:21.492144+00
1348,25.5,61,156,2025-07-02 18:46:36.593249+00
1349,25.5,61,157,2025-07-02 18:46:51.703658+00
1350,25.5,62,157,2025-07-02 18:47:06.829663+00
1351,25.4,62,159,2025-07-02 18:47:22.461413+00
1352,25.4,62,159,2025-07-02 18:47:37.080356+00
1353,25.4,62,160,2025-07-02 18:47:52.364346+00
1354,25.4,62,160,2025-07-02 18:48:07.575698+00
1355,25.4,62,160,2025-07-02 18:48:22.736866+00
1356,25.3,62,160,2025-07-02 18:48:37.901019+00
1357,25.3,62,160,2025-07-02 18:48:53.13777+00
1358,25.3,62,161,2025-07-02 18:49:08.305843+00
1359,25.3,62,161,2025-07-02 18:49:23.454906+00
1360,25.3,62,160,2025-07-02 18:49:38.667132+00
1361,25.3,62,161,2025-07-02 18:49:53.926701+00
1362,25.3,62,161,2025-07-02 18:50:09.021557+00
1363,25.2,62,161,2025-07-02 18:50:24.138059+00
1364,25.2,62,161,2025-07-02 18:50:39.379615+00
1365,25.2,62,161,2025-07-02 18:50:54.649937+00
1366,25.2,62,161,2025-07-02 18:51:09.8403+00
1367,25.2,62,161,2025-07-02 18:51:25.000648+00
1368,25.2,62,162,2025-07-02 18:51:40.219784+00
1369,25.2,62,162,2025-07-02 18:51:55.36089+00
1370,25.2,62,162,2025-07-02 18:52:10.566118+00
1371,25.2,62,162,2025-07-02 18:52:26.37076+00
1372,25.2,62,161,2025-07-02 18:52:40.910284+00
1373,25.2,62,160,2025-07-02 18:52:56.26139+00
1374,25.2,62,161,2025-07-02 18:53:11.541406+00
1375,25.2,62,161,2025-07-02 18:53:26.706757+00
1376,25.2,62,161,2025-07-02 18:53:41.971544+00
1377,25.2,62,162,2025-07-02 18:53:57.494298+00
1378,25.2,62,162,2025-07-02 18:54:12.286954+00
1379,25.2,62,162,2025-07-02 18:54:27.561778+00
1380,25.2,62,162,2025-07-02 18:54:42.922553+00
1381,25.2,62,162,2025-07-02 18:54:58.093872+00
1382,25.2,62,162,2025-07-02 18:55:13.267668+00
1383,25.2,62,169,2025-07-02 18:55:30.678495+00
1384,25.2,62,162,2025-07-02 18:55:44.138088+00
1385,25.2,62,163,2025-07-02 18:55:59.688611+00
1386,25.2,62,163,2025-07-02 18:56:14.653652+00
1387,25.2,62,163,2025-07-02 18:56:29.898942+00
1388,25.2,62,163,2025-07-02 18:56:45.058792+00
1389,25.2,62,163,2025-07-02 18:57:00.229676+00
1390,25.2,62,163,2025-07-02 18:57:15.510553+00
1391,25.2,62,163,2025-07-02 18:57:31.050471+00
1392,25.2,62,163,2025-07-02 18:57:45.606537+00
1393,25.2,62,163,2025-07-02 18:58:00.758103+00
1394,25.2,62,163,2025-07-02 18:58:15.98493+00
1395,25.2,62,163,2025-07-02 18:58:31.177201+00
1396,25.2,62,164,2025-07-02 18:58:46.141411+00
1397,25.2,62,165,2025-07-02 18:59:01.34158+00
1398,25.2,62,164,2025-07-02 18:59:16.518043+00
1399,25.2,62,165,2025-07-02 18:59:31.916915+00
1400,25.2,62,166,2025-07-02 18:59:46.830027+00
1401,25.2,62,166,2025-07-02 19:00:02.02157+00
1402,25.2,62,166,2025-07-02 19:00:17.159454+00
1403,25.2,62,166,2025-07-02 19:00:32.268426+00
1404,25.2,62,166,2025-07-02 19:00:47.471758+00
1405,25.2,62,166,2025-07-02 19:01:02.653525+00
1406,25.2,62,166,2025-07-02 19:01:17.760699+00
1407,25.2,62,166,2025-07-02 19:01:32.993568+00
1408,25.2,62,166,2025-07-02 19:01:48.151249+00
1409,25.2,62,168,2025-07-02 19:02:03.299623+00
1410,25.2,62,166,2025-07-02 19:02:18.404523+00
1411,25.2,62,168,2025-07-02 19:02:34.146191+00
1412,25.2,62,168,2025-07-02 19:02:48.57476+00
1413,25.2,62,168,2025-07-02 19:03:03.742299+00
1414,25.2,62,168,2025-07-02 19:03:18.884514+00
1415,25.2,62,166,2025-07-02 19:03:34.320892+00
1416,25.2,62,168,2025-07-02 19:03:49.211988+00
1417,25.2,62,168,2025-07-02 19:04:04.405983+00
1418,25.2,62,168,2025-07-02 19:04:19.562049+00
1419,25.2,62,168,2025-07-02 19:04:34.701353+00
1420,25.2,62,168,2025-07-02 19:04:49.798474+00
1421,25.2,62,168,2025-07-02 19:05:04.954606+00
1422,25.2,62,168,2025-07-02 19:05:20.083824+00
1423,25.2,62,169,2025-07-02 19:05:35.244898+00
1424,25.2,62,168,2025-07-02 19:05:50.542049+00
1425,25.2,62,168,2025-07-02 19:06:05.686178+00
1426,25.2,62,168,2025-07-02 19:06:20.823313+00
1427,25.2,62,169,2025-07-02 19:06:35.97548+00
1428,25.2,62,168,2025-07-02 19:06:51.073962+00
1429,25.2,62,169,2025-07-02 19:07:06.228906+00
1430,25.2,62,169,2025-07-02 19:07:21.417129+00
1431,25.2,62,168,2025-07-02 19:07:37.08401+00
1432,25.2,62,169,2025-07-02 19:07:51.70356+00
1433,25.2,62,169,2025-07-02 19:08:06.8643+00
1434,25.3,62,169,2025-07-02 19:08:21.999548+00
1435,25.3,62,168,2025-07-02 19:08:37.200546+00
1436,25.3,62,168,2025-07-02 19:08:52.438911+00
1437,25.3,62,168,2025-07-02 19:09:07.565746+00
1438,25.3,62,169,2025-07-02 19:09:22.692961+00
1439,25.3,62,169,2025-07-02 19:09:37.891144+00
1440,25.3,62,169,2025-07-02 19:09:53.146366+00
1441,25.3,62,169,2025-07-02 19:10:08.430679+00
1442,25.3,62,169,2025-07-02 19:10:23.609799+00
1443,25.3,62,169,2025-07-02 19:10:38.787701+00
1444,25.3,62,169,2025-07-02 19:10:53.987524+00
1445,25.2,62,169,2025-07-02 19:11:09.191166+00
1446,25.2,62,170,2025-07-02 19:11:24.318178+00
1447,25.2,62,169,2025-07-02 19:11:39.530202+00
1448,25.2,62,169,2025-07-02 19:11:54.817557+00
1449,25.2,62,169,2025-07-02 19:12:10.105137+00
1450,25.2,62,169,2025-07-02 19:12:25.321634+00
1451,25.2,62,169,2025-07-02 19:12:41.427475+00
1452,25.2,62,169,2025-07-02 19:12:55.725525+00
1453,25.2,62,169,2025-07-02 19:13:10.981747+00
1454,25.2,62,169,2025-07-02 19:13:26.110826+00
1455,25.2,62,169,2025-07-02 19:13:41.241688+00
1456,25.2,62,169,2025-07-02 19:13:56.402097+00
1457,25.2,62,169,2025-07-02 19:14:11.505293+00
1458,25.2,62,169,2025-07-02 19:14:26.69181+00
1459,25.2,62,169,2025-07-02 19:14:41.871084+00
1460,25.2,62,169,2025-07-02 19:14:57.05786+00
1461,25.2,62,169,2025-07-02 19:15:12.173979+00
1462,25.2,62,169,2025-07-02 19:15:27.416179+00
1463,25.2,62,169,2025-07-02 19:15:42.564034+00
1464,25.2,62,170,2025-07-02 19:15:57.656955+00
1465,25.2,62,170,2025-07-02 19:16:12.80613+00
1466,25.2,62,171,2025-07-02 19:16:27.92109+00
1467,25.2,62,170,2025-07-02 19:16:43.039583+00
1468,25.2,62,171,2025-07-02 19:16:58.15055+00
1469,25.2,62,170,2025-07-02 19:17:13.269982+00
1470,25.2,62,170,2025-07-02 19:17:28.408141+00
1471,25.2,62,170,2025-07-02 19:17:43.994234+00
1472,25.2,62,170,2025-07-02 19:17:58.653382+00
1473,25.2,62,171,2025-07-02 19:18:13.805291+00
1474,25.2,62,170,2025-07-02 19:18:28.925903+00
1475,25.2,62,171,2025-07-02 19:18:44.042733+00
1476,25.2,62,171,2025-07-02 19:18:59.242299+00
1477,25.2,62,170,2025-07-02 19:19:14.531248+00
1478,25.2,62,170,2025-07-02 19:19:29.766221+00
1479,25.2,62,170,2025-07-02 19:19:44.895116+00
1480,25.2,62,171,2025-07-02 19:20:00.000485+00
1481,25.2,62,170,2025-07-02 19:20:15.182141+00
1482,25.2,62,171,2025-07-02 19:20:30.343892+00
1483,25.2,62,171,2025-07-02 19:20:45.513639+00
1484,25.2,62,170,2025-07-02 19:21:00.79965+00
1485,25.2,62,171,2025-07-02 19:21:16.035825+00
1486,25.2,62,171,2025-07-02 19:21:31.230057+00
1487,25.2,62,171,2025-07-02 19:21:46.461703+00
1488,25.2,62,170,2025-07-02 19:22:01.730153+00
1489,25.2,62,171,2025-07-02 19:22:16.906762+00
1490,25.2,62,171,2025-07-02 19:22:32.113732+00
1491,25.2,62,170,2025-07-02 19:22:47.823183+00
1492,25.3,62,170,2025-07-02 19:23:02.524422+00
1493,25.3,62,170,2025-07-02 19:23:17.765927+00
1494,25.3,62,170,2025-07-02 19:23:33.052478+00
1495,25.3,62,171,2025-07-02 19:23:48.283529+00
1496,25.3,62,171,2025-07-02 19:24:03.491873+00
1497,25.3,62,171,2025-07-02 19:24:18.592332+00
1498,25.3,62,171,2025-07-02 19:24:33.953157+00
1499,25.3,62,171,2025-07-02 19:24:48.889436+00
1500,25.3,62,171,2025-07-02 19:25:04.0549+00
1501,25.3,62,170,2025-07-02 19:25:19.389535+00
1502,25.3,62,170,2025-07-02 19:25:34.613488+00
1503,25.2,62,171,2025-07-02 19:25:49.949002+00
1504,25.2,62,171,2025-07-02 19:26:05.086773+00
1505,25.2,62,171,2025-07-02 19:26:20.255765+00
1506,25.2,62,171,2025-07-02 19:26:35.516584+00
1507,25.2,62,171,2025-07-02 19:26:50.686525+00
1508,25.2,62,171,2025-07-02 19:27:05.856489+00
1509,25.2,62,171,2025-07-02 19:27:20.990385+00
1510,25.2,62,170,2025-07-02 19:27:36.218464+00
1511,25.2,62,171,2025-07-02 19:27:51.948859+00
1512,25.2,62,171,2025-07-02 19:28:06.534733+00
1513,25.2,62,171,2025-07-02 19:28:21.759258+00
1514,25.2,62,171,2025-07-02 19:28:36.966663+00
1515,25.2,62,171,2025-07-02 19:28:52.104507+00
1516,25.2,62,171,2025-07-02 19:29:07.338592+00
1517,25.2,62,171,2025-07-02 19:29:22.440057+00
1518,25.2,62,171,2025-07-02 19:29:37.640336+00
1519,25.2,62,171,2025-07-02 19:29:52.922365+00
1520,25.2,62,171,2025-07-02 19:30:08.105686+00
1521,25.2,62,171,2025-07-02 19:30:23.295043+00
1522,25.2,62,171,2025-07-02 19:30:38.476166+00
1523,25.2,62,171,2025-07-02 19:30:53.697857+00
1524,25.2,62,171,2025-07-02 19:31:08.854782+00
1525,25.2,62,170,2025-07-02 19:31:24.021314+00
1526,25.2,62,171,2025-07-02 19:31:39.243121+00
1527,25.2,62,171,2025-07-02 19:31:54.372083+00
1528,25.2,62,171,2025-07-02 19:32:09.544532+00
1529,25.2,62,171,2025-07-02 19:32:24.727546+00
1530,25.2,62,171,2025-07-02 19:32:39.849229+00
1531,25.2,62,171,2025-07-02 19:32:55.445031+00
1532,25.2,62,171,2025-07-02 19:33:10.213682+00
1533,25.2,62,171,2025-07-02 19:33:25.43668+00
1534,25.2,62,171,2025-07-02 19:33:40.725239+00
1535,25.2,62,171,2025-07-02 19:33:55.937893+00
1536,25.2,62,171,2025-07-02 19:34:11.089962+00
1537,25.2,62,171,2025-07-02 19:34:26.255483+00
1538,25.2,62,171,2025-07-02 19:34:41.489277+00
1539,25.2,62,171,2025-07-02 19:34:56.753461+00
1540,25.2,62,172,2025-07-02 19:35:11.963059+00
1541,25.2,62,171,2025-07-02 19:35:28.127477+00
1542,25.2,62,171,2025-07-02 19:35:42.519887+00
1543,25.2,62,171,2025-07-02 19:35:57.713414+00
1544,25.2,62,171,2025-07-02 19:36:12.870132+00
1545,25.2,62,171,2025-07-02 19:36:28.007574+00
1546,25.2,62,171,2025-07-02 19:36:43.142758+00
1547,25.2,62,171,2025-07-02 19:36:58.39648+00
1548,25.2,62,171,2025-07-02 19:37:13.595034+00
1549,25.2,62,171,2025-07-02 19:37:28.745607+00
1550,25.2,62,172,2025-07-02 19:37:43.719106+00
1551,25.2,62,171,2025-07-02 19:37:59.395072+00
1552,25.2,62,171,2025-07-02 19:38:14.014814+00
1553,25.2,62,171,2025-07-02 19:38:29.274498+00
1554,25.2,62,171,2025-07-02 19:38:44.389622+00
1555,25.2,62,172,2025-07-02 19:38:59.530661+00
1556,25.2,62,171,2025-07-02 19:39:14.746092+00
1557,25.2,62,171,2025-07-02 19:39:29.924822+00
1558,25.2,62,171,2025-07-02 19:39:45.032203+00
1559,25.2,62,171,2025-07-02 19:40:00.261434+00
1560,25.2,62,171,2025-07-02 19:40:15.511365+00
1561,25.2,62,171,2025-07-02 19:40:30.754988+00
1562,25.2,62,172,2025-07-02 19:40:45.930947+00
1563,25.2,62,171,2025-07-02 19:41:01.043744+00
1564,25.2,62,171,2025-07-02 19:41:16.165359+00
1565,25.2,62,171,2025-07-02 19:41:31.357457+00
1566,25.2,62,172,2025-07-02 19:41:46.554353+00
1567,25.2,62,171,2025-07-02 19:42:01.754794+00
