id,suhu,kelembapan,gas,waktu
1559,22.3,65,184,47:46.6
1560,22.3,65,184,48:01.7
1561,22.3,65,184,48:16.9
1562,22.3,65,184,48:32.1
1563,22.3,65,184,48:47.2
1564,22.3,65,185,49:02.3
1565,22.3,65,184,49:17.4
1566,22.3,65,184,49:32.5
1567,22.3,65,184,49:47.6
1568,22.3,65,184,50:02.7
1569,22.3,65,189,50:20.7
1570,22.3,65,185,50:33.6
1571,22.3,65,189,50:51.7
1572,22.3,65,184,51:04.2
1573,22.3,65,185,51:19.4
1574,22.3,66,185,51:34.5
1575,22.3,66,184,51:49.7
1576,22.3,66,184,52:04.8
1577,22.3,66,184,52:19.9
1578,22.3,66,184,52:36.7
1579,22.3,66,184,52:50.2
1580,22.4,66,185,53:05.4
1581,22.4,66,184,53:20.5
1582,22.4,66,184,53:35.6
1583,22.4,66,184,53:50.7
1584,22.4,66,184,54:05.8
1585,22.4,66,184,54:21.0
1586,22.4,66,184,54:36.1
1587,22.4,66,184,54:51.6
1588,22.4,66,185,55:06.5
1589,22.4,66,184,55:21.6
1590,22.4,66,184,55:36.7
1591,22.4,66,184,55:52.5
1592,22.4,66,184,56:07.0
1593,22.4,66,184,56:22.2
1594,22.4,66,184,56:37.2
1595,22.4,66,184,56:52.4
1596,22.4,66,184,57:07.5
1597,22.4,66,184,57:22.6
1598,22.4,67,183,57:37.8
1599,22.4,67,184,57:52.8
